date,Sector,ScoreType,DemandScore,ExportScore,InvestmentScore,EmploymentScore,TotalLabourCostsScore,PayScore,PreTaxProfitsScore
1/1/2008,Business and financial services,Current,2.209876543,1.469135802,1.543209877,0.790123457,2.172839506,2.160493827,1.716049383
1/1/2008,Business and financial services,Future,1.703703704,1.50617284,0.87654321,0.543209877,2.049382716,1.938271605,1.49382716
1/1/2008,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Current,1.591836735,0.785714286,1.295918367,0.275510204,1.969387755,1.673469388,1.020408163
1/1/2008,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,1.214285714,1.663265306,1.040816327,0.244897959,1.663265306,1.673469388,0.826530612
1/1/2008,Production,Current,1.712707182,1.850828729,1.486187845,0.585635359,2.171270718,2.127071823,1.364640884
1/1/2008,Production,Future,1.64640884,1.966850829,1.287292818,0.375690608,2.116022099,2.110497238,1.392265193
1/1/2008,"Transport, storage and communications",Current,1.893617021,1.553191489,1.638297872,0.659574468,2.191489362,2.212765957,1.319148936
1/1/2008,"Transport, storage and communications",Future,1.638297872,1.957446809,1.723404255,0.531914894,2.234042553,2.234042553,1.063829787
1/1/2008,Total,Current,1.803439803,1.484029484,1.469287469,0.56019656,2.125307125,2.034398034,1.346437346
1/1/2008,Total,Future,1.552825553,1.800982801,1.196560197,0.395577396,2.007371007,1.985257985,1.238329238
4/1/2008,Business and financial services,Current,1.336283186,1.362831858,1.398230088,0.991150442,1.920353982,2.079646018,0.991150442
4/1/2008,Business and financial services,Future,1.159292035,1.876106195,0.557522124,0.353982301,1.557522124,1.699115044,0.752212389
4/1/2008,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Current,1.070866142,0.952755906,1.393700787,0.401574803,2.05511811,1.968503937,0.74015748
4/1/2008,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,1.007874016,1.992125984,1.338582677,0.299212598,1.755905512,1.787401575,0.834645669
4/1/2008,Production,Current,1.886075949,1.970464135,1.41350211,0.514767932,2.164556962,2.227848101,0.983122363
4/1/2008,Production,Future,1.333333333,2.012658228,0.983122363,0.029535865,2.097046414,2.071729958,1.037974684
4/1/2008,"Transport, storage and communications",Current,1.64516129,1.629032258,1.741935484,0.677419355,2.225806452,2.14516129,0.919354839
4/1/2008,"Transport, storage and communications",Future,1.580645161,1.532258065,1.225806452,0.419354839,1.951612903,2.14516129,0.677419355
4/1/2008,Total,Current,1.551020408,1.564007421,1.443413729,0.606679035,2.094619666,2.126159555,0.920222635
4/1/2008,Total,Future,1.248608534,1.92393321,1.005565863,0.20593692,1.886827458,1.935064935,0.888682746
7/1/2008,Business and financial services,Current,1.126984127,1.849206349,1,0.357142857,2,2.015873016,0.746031746
7/1/2008,Business and financial services,Future,0.825396825,1.619047619,0.920634921,0.261904762,1.619047619,1.73015873,0.944444444
7/1/2008,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Current,0.711864407,1.412429379,1.446327684,-0.033898305,1.785310734,1.847457627,0.435028249
7/1/2008,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,0.101694915,1.615819209,0.751412429,-0.04519774,1.598870056,1.610169492,0.333333333
7/1/2008,Production,Current,1.281021898,1.605839416,1.397810219,0.102189781,2.164233577,2.102189781,0.733576642
7/1/2008,Production,Future,0.934306569,1.693430657,0.945255474,-0.02189781,1.923357664,1.912408759,0.857664234
7/1/2008,"Transport, storage and communications",Current,1.701492537,0.895522388,1.164179104,0.432835821,2,2.313432836,0.223880597
7/1/2008,"Transport, storage and communications",Future,1.164179104,1.507462687,1.044776119,-0.044776119,2.044776119,2.149253731,0.537313433
7/1/2008,Total,Current,1.138198758,1.526397516,1.309006211,0.149068323,2.010869565,2.037267081,0.600931677
7/1/2008,Total,Future,0.708074534,1.638198758,0.897515528,0.02484472,1.787267081,1.818322981,0.697204969
10/1/2008,Business and financial services,Current,0.411764706,1.56302521,0.81512605,-0.151260504,1.731092437,1.941176471,0.327731092
10/1/2008,Business and financial services,Future,-0.31092437,1.512605042,0.336134454,-0.344537815,1.151260504,1.134453782,0.327731092
10/1/2008,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Current,-0.239520958,1.053892216,0.610778443,-0.263473054,1.586826347,1.838323353,0.137724551
10/1/2008,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,-0.425149701,1.401197605,0.19760479,-0.54491018,1.179640719,1.101796407,0.22754491
10/1/2008,Production,Current,0.359375,1.15234375,0.7265625,-0.5234375,2.01953125,2.1171875,0.4296875
10/1/2008,Production,Future,0.171875,0.96875,0.35546875,-0.6015625,1.54296875,1.46875,0.50390625
10/1/2008,"Transport, storage and communications",Current,0.933333333,1.5,1.5,0.116666667,1.683333333,2.183333333,0.45
10/1/2008,"Transport, storage and communications",Future,-0.033333333,1.25,0.566666667,-0.5,1.516666667,1.633333333,0.6
10/1/2008,Total,Current,0.260797342,1.240863787,0.789036545,-0.313953488,1.8089701,2.011627907,0.330564784
10/1/2008,Total,Future,-0.109634551,1.224252492,0.328903654,-0.524916944,1.362126246,1.317275748,0.401993355
1/1/2009,Business and financial services,Current,-0.297297297,0.27027027,0.47027027,-0.72972973,1.048648649,1.562162162,-0.037837838
1/1/2009,Business and financial services,Future,-0.291891892,0.843243243,0.037837838,-0.691891892,-0.005405405,0.286486486,-0.027027027
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Current,-0.401015228,0.192893401,0.847715736,-0.868020305,1.411167513,1.583756345,0.005076142
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,-0.629441624,0.670050761,0.137055838,-0.431472081,0.502538071,0.583756345,0.096446701
1/1/2009,Production,Current,-0.006269592,0.369905956,0.824451411,-0.978056426,1.717868339,1.796238245,0.297805643
1/1/2009,Production,Future,-0.473354232,0.463949843,0.24137931,-0.70846395,0.670846395,0.68338558,0.141065831
1/1/2009,"Transport, storage and communications",Current,-0.243589744,0.128205128,0.769230769,-0.794871795,1.730769231,1.91025641,-0.102564103
1/1/2009,"Transport, storage and communications",Future,-0.576923077,0.615384615,0.217948718,-0.551282051,0.679487179,0.769230769,0.153846154
1/1/2009,Total,Current,-0.198973042,0.277278562,0.740693196,-0.872913992,1.48267009,1.698331194,0.103979461
1/1/2009,Total,Future,-0.480102696,0.621309371,0.164313222,-0.618741977,0.468549422,0.572528883,0.09114249
4/1/2009,Business and financial services,Current,-1.085227273,0.375,-0.045454545,-1.397727273,0.3125,0.954545455,-0.596590909
4/1/2009,Business and financial services,Future,0.255681818,0.823863636,0.068181818,-0.232954545,0.352272727,0.261363636,0.471590909
4/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Current,-0.289473684,0.096491228,0.210526316,-0.916666667,1.021929825,1.271929825,-0.109649123
4/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,0.504385965,0.622807018,0.25,-0.035087719,0.640350877,0.609649123,0.622807018
4/1/2009,Production,Current,-0.663194444,-0.520833333,0.107638889,-1.347222222,1.083333333,1.451388889,-0.28125
4/1/2009,Production,Future,0.340277778,0.746527778,0.274305556,-0.395833333,0.569444444,0.399305556,0.402777778
4/1/2009,"Transport, storage and communications",Current,-0.733333333,-0.133333333,0.333333333,-0.955555556,1.022222222,1.277777778,0.033333333
4/1/2009,"Transport, storage and communications",Future,0.244444444,1.088888889,0.044444444,-0.377777778,0.677777778,0.544444444,0.544444444
4/1/2009,Total,Current,-0.657289003,-0.094629156,0.12915601,-1.18797954,0.884910486,1.267263427,-0.265984655
4/1/2009,Total,Future,0.358056266,0.767263427,0.194373402,-0.251918159,0.55370844,0.44629156,0.498721228
7/1/2009,Business and financial services,Current,-1.089473684,-0.078947368,-0.094736842,-1.431578947,-0.257894737,0.415789474,-0.978947368
7/1/2009,Business and financial services,Future,0.4,0.789473684,0.215789474,0.015789474,0.389473684,0.494736842,0.521052632
7/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Current,-0.386363636,0.081818182,0.145454545,-1.1,0.054545455,0.659090909,-0.363636364
7/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,0.731818182,0.381818182,0.440909091,0.145454545,0.627272727,0.586363636,0.786363636
7/1/2009,Production,Current,-1.204301075,-0.551971326,-0.161290323,-1.698924731,0.311827957,0.70609319,-0.430107527
7/1/2009,Production,Future,0.408602151,0.609318996,0.52688172,-0.103942652,0.659498208,0.523297491,0.641577061
7/1/2009,"Transport, storage and communications",Current,-0.776470588,-0.035294118,-0.070588235,-1.258823529,0.458823529,0.835294118,-0.247058824
7/1/2009,"Transport, storage and communications",Future,0.435294118,1.082352941,0.505882353,-0.329411765,0.529411765,0.764705882,0.788235294
7/1/2009,Total,Current,-0.896640827,-0.198966408,-0.047803618,-1.414728682,0.11498708,0.635658915,-0.525839793
7/1/2009,Total,Future,0.50129199,0.640826873,0.42377261,-0.028423773,0.569767442,0.560723514,0.669250646
10/1/2009,Business and financial services,Current,-0.943181818,0.045454545,-0.204545455,-1.335227273,-0.397727273,0.386363636,-0.318181818
10/1/2009,Business and financial services,Future,0.704545455,0.454545455,0.414772727,0.176136364,0.698863636,0.676136364,0.710227273
10/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Current,0.110497238,0.099447514,-0.071823204,-0.602209945,0.397790055,0.740331492,0.55801105
10/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,0.861878453,0.679558011,0.784530387,0.320441989,0.729281768,0.933701657,0.983425414
10/1/2009,Production,Current,-1.148288973,-0.209125475,-0.395437262,-1.63878327,0.079847909,0.330798479,-0.543726236
10/1/2009,Production,Future,0.657794677,0.996197719,0.55513308,-0.079847909,0.726235741,0.653992395,0.935361217
10/1/2009,"Transport, storage and communications",Current,-1.229508197,-0.590163934,0.196721311,-1.344262295,0.442622951,0.491803279,-0.442622951
10/1/2009,"Transport, storage and communications",Future,0.672131148,0.426229508,0.180327869,0.032786885,1.147540984,0.836065574,0.786885246
10/1/2009,Total,Current,-0.767988253,-0.095447871,-0.207048458,-1.258443465,0.073421439,0.468428781,-0.183553598
10/1/2009,Total,Future,0.725403818,0.720998532,0.546255507,0.102790015,0.757709251,0.750367107,0.876651982
1/1/2010,Business and financial services,Current,-0.263888889,0.981481481,0.425925926,-1.00462963,0.037037037,0.342592593,-0.12962963
1/1/2010,Business and financial services,Future,1.194444444,1.643518519,0.884259259,0.439814815,1.097222222,0.74537037,0.824074074
1/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Current,0.322916667,0.744791667,0.197916667,-0.583333333,0.583333333,0.666666667,0.473958333
1/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,0.817708333,1.697916667,0.963541667,0.348958333,1.083333333,1.005208333,0.880208333
1/1/2010,Production,Current,-0.22327044,0.330188679,0.037735849,-0.943396226,0.308176101,0.518867925,0.031446541
1/1/2010,Production,Future,0.996855346,1.84591195,0.874213836,0.279874214,1.185534591,0.971698113,0.911949686
1/1/2010,"Transport, storage and communications",Current,-0.285714286,0.685714286,-0.257142857,-1.4,0.5,0.428571429,-0.071428571
1/1/2010,"Transport, storage and communications",Future,0.885714286,1.442857143,0.542857143,0.271428571,1,0.857142857,0.742857143
1/1/2010,Total,Current,-0.108040201,0.638190955,0.155778894,-0.913316583,0.317839196,0.498743719,0.085427136
1/1/2010,Total,Future,0.997487437,1.719849246,0.869346734,0.33919598,1.120603015,0.908291457,0.865577889
4/1/2010,Business and financial services,Current,0.534562212,1.230414747,0.341013825,-0.718894009,0.30875576,0.465437788,0.073732719
4/1/2010,Business and financial services,Future,1.00921659,1.700460829,0.695852535,0.493087558,1.207373272,1.059907834,1.087557604
4/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Current,0.706896552,1.025862069,0.534482759,-0.301724138,0.767241379,0.646551724,0.672413793
4/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,0.948275862,1.969827586,0.853448276,0.379310345,1.254310345,1.094827586,0.814655172
4/1/2010,Production,Current,0.302547771,0.968152866,0.178343949,-0.684713376,0.624203822,0.573248408,0.277070064
4/1/2010,Production,Future,1.136942675,1.414012739,0.904458599,0.175159236,1.229299363,1.079617834,0.888535032
4/1/2010,"Transport, storage and communications",Current,0.423913043,1.663043478,0.52173913,-0.760869565,1.130434783,0.913043478,0.391304348
4/1/2010,"Transport, storage and communications",Future,1.22826087,1.793478261,0.880434783,0.22826087,1.315217391,1.347826087,0.891304348
4/1/2010,Total,Current,0.484210526,1.125146199,0.353216374,-0.597660819,0.637426901,0.602339181,0.34502924
4/1/2010,Total,Future,1.063157895,1.678362573,0.835087719,0.316959064,1.239766082,1.107602339,0.919298246
7/1/2010,Business and financial services,Current,0.69124424,1.133640553,0.617511521,-0.092165899,0.66359447,0.566820276,0.31797235
7/1/2010,Business and financial services,Future,1.055299539,1.788018433,0.774193548,0.428571429,1.299539171,1.059907834,0.967741935
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Current,0.75708502,1.149797571,0.817813765,-0.133603239,0.785425101,0.761133603,0.587044534
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,0.963562753,1.744939271,1.012145749,0.287449393,1.279352227,1.234817814,0.866396761
7/1/2010,Production,Current,1.070967742,1.55483871,1.029032258,0.032258065,1.035483871,1.032258065,0.461290323
7/1/2010,Production,Future,1.029032258,1.722580645,1.135483871,0.383870968,1.283870968,1.303225806,0.848387097
7/1/2010,"Transport, storage and communications",Current,0.68,1.44,0.613333333,-0.266666667,0.906666667,0.906666667,0.2
7/1/2010,"Transport, storage and communications",Future,1.226666667,1.32,1,0.28,1.6,1.346666667,1
7/1/2010,Total,Current,0.848056537,1.319199058,0.825677267,-0.074204947,0.856301531,0.823321555,0.438162544
7/1/2010,Total,Future,1.034157833,1.71024735,0.995288575,0.358068316,1.314487633,1.224970554,0.897526502
10/1/2010,Business and financial services,Current,0.852760736,1.141104294,0.81595092,0.012269939,1.012269939,0.840490798,0.662576687
10/1/2010,Business and financial services,Future,0.963190184,1.748466258,0.668711656,0.533742331,1.09202454,1.165644172,0.797546012
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Current,0.658163265,1.163265306,1.18877551,0.147959184,0.81122449,0.933673469,0.668367347
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,0.780612245,1.846938776,0.964285714,0.341836735,1.285714286,1.168367347,0.81122449
10/1/2010,Production,Current,1.213178295,1.209302326,0.906976744,0.255813953,1.065891473,1.015503876,0.503875969
10/1/2010,Production,Future,1.228682171,1.798449612,0.968992248,0.399224806,1.414728682,1.298449612,0.802325581
10/1/2010,"Transport, storage and communications",Current,1.625,1.40625,0.84375,-0.15625,1.390625,1.203125,1.203125
10/1/2010,"Transport, storage and communications",Future,1.421875,1.75,1.234375,0.390625,1.6875,1.53125,1.28125
10/1/2010,Total,Current,1.005873715,1.198237885,0.960352423,0.127753304,1.010279001,0.967694567,0.654919236
10/1/2010,Total,Future,1.054331865,1.795888399,0.920704846,0.414096916,1.325991189,1.251101322,0.848751836
1/1/2011,Business and financial services,Current,1.046632124,1.735751295,0.839378238,0.082901554,1.18134715,0.917098446,0.658031088
1/1/2011,Business and financial services,Future,1.212435233,1.932642487,0.797927461,0.471502591,1.538860104,1.32642487,1.046632124
1/1/2011,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Current,0.701086957,1.945652174,1.108695652,0.309782609,1.510869565,1.293478261,0.635869565
1/1/2011,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,0.836956522,1.858695652,1.125,0.217391304,1.483695652,1.429347826,0.913043478
1/1/2011,Production,Current,1.588235294,2.07120743,1.145510836,0.523219814,1.523219814,1.312693498,0.832817337
1/1/2011,Production,Future,1.609907121,1.882352941,1.046439628,0.523219814,1.684210526,1.637770898,0.956656347
1/1/2011,"Transport, storage and communications",Current,1.292307692,1.630769231,1.215384615,0.353846154,1.430769231,1.246153846,0.907692308
1/1/2011,"Transport, storage and communications",Future,1.323076923,1.846153846,1.184615385,0.353846154,1.692307692,1.676923077,0.861538462
1/1/2011,Total,Current,1.213071895,1.918954248,1.065359477,0.346405229,1.426143791,1.202614379,0.747712418
1/1/2011,Total,Future,1.299346405,1.88627451,1.014379085,0.422222222,1.6,1.512418301,0.960784314
4/1/2011,Business and financial services,Current,0.652,1.812,1.132,0.388,1.332,1.128,0.432
4/1/2011,Business and financial services,Future,0.992,1.864,0.7,0.52,1.42,1.416,0.888
4/1/2011,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Current,0.558139535,1.810077519,0.984496124,0.100775194,1.399224806,1.26744186,0.282945736
4/1/2011,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,0.779069767,1.794573643,0.887596899,0.062015504,1.457364341,1.372093023,0.686046512
4/1/2011,Production,Current,1.078549849,1.903323263,1.141993958,0.311178248,1.513595166,1.377643505,0.667673716
4/1/2011,Production,Future,1.111782477,1.809667674,0.966767372,0.36858006,1.613293051,1.555891239,0.903323263
4/1/2011,"Transport, storage and communications",Current,1.119565217,1.967391304,1.260869565,0.054347826,1.75,1.543478261,0.739130435
4/1/2011,"Transport, storage and communications",Future,1.445652174,1.989130435,1.086956522,0.576086957,1.891304348,1.619565217,1.282608696
4/1/2011,Total,Current,0.823845328,1.859291085,1.107411386,0.248120301,1.456498389,1.296455424,0.504833512
4/1/2011,Total,Future,1.020408163,1.837808808,0.885069817,0.344790548,1.545649839,1.473684211,0.876476907
7/1/2011,Business and financial services,Current,0.881278539,1.926940639,0.885844749,0.383561644,1.283105023,1.109589041,0.684931507
7/1/2011,Business and financial services,Future,1.073059361,1.812785388,0.671232877,0.424657534,1.506849315,1.324200913,0.96347032
7/1/2011,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Current,0.297520661,1.896694215,1.173553719,0.132231405,1.219008264,1.152892562,0.037190083
7/1/2011,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,0.79338843,1.933884298,0.838842975,0.223140496,1.280991736,1.330578512,0.768595041
7/1/2011,Production,Current,1.506711409,1.963087248,1.419463087,0.416107383,1.647651007,1.459731544,0.553691275
7/1/2011,Production,Future,1.355704698,1.89261745,0.94966443,0.362416107,1.546979866,1.510067114,0.771812081
7/1/2011,"Transport, storage and communications",Current,1.052631579,1.934210526,1.118421053,0.407894737,1.723684211,1.394736842,0.25
7/1/2011,"Transport, storage and communications",Future,1.144736842,1.842105263,0.565789474,0.236842105,1.460526316,1.407894737,0.657894737
7/1/2011,Total,Current,0.950898204,1.931736527,1.180838323,0.324550898,1.434730539,1.273053892,0.410778443
7/1/2011,Total,Future,1.099401198,1.879041916,0.809580838,0.326946108,1.451497006,1.4,0.810778443
10/1/2011,Business and financial services,Current,0.813043478,2.043478261,1.22173913,0.560869565,1.439130435,1.191304348,0.382608696
10/1/2011,Business and financial services,Future,0.891304348,1.869565217,0.534782609,0.552173913,1.352173913,1.27826087,0.739130435
10/1/2011,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Current,0.191780822,1.9543379,1.187214612,0.196347032,1.273972603,1.127853881,0.02283105
10/1/2011,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,0.739726027,1.817351598,0.493150685,0.173515982,1.232876712,1.255707763,0.707762557
10/1/2011,Production,Current,1.189189189,1.665540541,1.067567568,0.375,1.631756757,1.445945946,0.533783784
10/1/2011,Production,Future,0.996621622,1.746621622,0.85472973,0.219594595,1.625,1.445945946,0.736486486
10/1/2011,"Transport, storage and communications",Current,0.962025316,2,1.202531646,0.405063291,1.696202532,1.594936709,1
10/1/2011,"Transport, storage and communications",Future,0.924050633,1.835443038,0.772151899,0.088607595,1.708860759,1.53164557,0.936708861
10/1/2011,Total,Current,0.797330097,1.879854369,1.155339806,0.382281553,1.48907767,1.30461165,0.400485437
10/1/2011,Total,Future,0.891990291,1.808252427,0.661407767,0.287621359,1.452669903,1.356796117,0.748786408
1/1/2012,Business and financial services,Current,0.727272727,1.542207792,0.931818182,0.113636364,1.412337662,1.227272727,0.607142857
1/1/2012,Business and financial services,Future,1.032467532,1.668831169,0.542207792,0.435064935,1.36038961,1.185064935,1.012987013
1/1/2012,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Current,0.624087591,1.273722628,1.054744526,0.094890511,1.291970803,1.200729927,0.083941606
1/1/2012,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,0.821167883,1.751824818,0.726277372,0.204379562,1.46350365,1.302919708,0.660583942
1/1/2012,Production,Current,1.347258486,1.394255875,1.049608355,0.211488251,1.671018277,1.511749347,0.64229765
1/1/2012,Production,Future,1.587467363,1.707571802,0.895561358,0.394255875,1.532637076,1.464751958,0.981723238
1/1/2012,"Transport, storage and communications",Current,0.826923077,1.221153846,1.144230769,0.403846154,1.653846154,1.5,0.605769231
1/1/2012,"Transport, storage and communications",Future,0.951923077,1.759615385,0.432692308,0.317307692,1.490384615,1.384615385,0.865384615
1/1/2012,Total,Current,0.932647334,1.389148737,1.026192703,0.17212348,1.497661366,1.348924228,0.485500468
1/1/2012,Total,Future,1.169317119,1.712815716,0.705332086,0.349859682,1.461178672,1.334892423,0.897100094
4/1/2012,Business and financial services,Current,1.045936396,1.275618375,0.932862191,0.22614841,1.28975265,1.201413428,0.551236749
4/1/2012,Business and financial services,Future,1.310954064,1.826855124,0.657243816,0.473498233,1.431095406,1.219081272,0.918727915
4/1/2012,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Current,0.623239437,1.330985915,0.940140845,-0.123239437,1.316901408,1.211267606,0.348591549
4/1/2012,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,1.137323944,1.76056338,0.774647887,0.225352113,1.26056338,1.306338028,0.897887324
4/1/2012,Production,Current,0.99204244,1.206896552,0.909814324,0.461538462,1.567639257,1.48806366,0.578249337
4/1/2012,Production,Future,1.371352785,1.652519894,0.901856764,0.312997347,1.480106101,1.395225464,0.896551724
4/1/2012,"Transport, storage and communications",Current,1.06870229,1.221374046,1.366412214,0.389312977,1.633587786,1.488549618,0.824427481
4/1/2012,"Transport, storage and communications",Future,1.236641221,1.580152672,0.93129771,0.297709924,1.572519084,1.396946565,0.938931298
4/1/2012,Total,Current,0.918139535,1.259534884,0.979534884,0.23627907,1.43627907,1.339534884,0.540465116
4/1/2012,Total,Future,1.277209302,1.718139535,0.80744186,0.330232558,1.420465116,1.325581395,0.907906977
7/1/2012,Business and financial services,Current,0.788888889,1.259259259,0.862962963,0.307407407,1.314814815,1.218518519,0.362962963
7/1/2012,Business and financial services,Future,1.222222222,1.574074074,0.474074074,0.444444444,1.322222222,1.2,0.922222222
7/1/2012,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Current,0.742424242,0.837121212,0.833333333,0.276515152,1.375,1.268939394,0.231060606
7/1/2012,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,1.181818182,1.875,0.537878788,0.333333333,1.477272727,1.261363636,0.962121212
7/1/2012,Production,Current,0.653521127,0.983098592,1.070422535,0.107042254,1.507042254,1.414084507,0.36056338
7/1/2012,Production,Future,1.157746479,1.532394366,0.670422535,0.169014085,1.394366197,1.346478873,0.746478873
7/1/2012,"Transport, storage and communications",Current,0.956521739,0.847826087,1.27173913,0.086956522,1.72826087,1.641304348,0.760869565
7/1/2012,"Transport, storage and communications",Future,1.206521739,1.47826087,0.663043478,0.27173913,1.467391304,1.467391304,1.108695652
7/1/2012,Total,Current,0.743119266,1.007135576,0.968399592,0.205912334,1.439347604,1.342507645,0.363914373
7/1/2012,Total,Future,1.186544343,1.630988787,0.580020387,0.298674822,1.403669725,1.29459735,0.886850153
10/1/2012,Business and financial services,Current,0.991150442,1.504424779,0.840707965,0.477876106,1.318584071,1.061946903,0.588495575
10/1/2012,Business and financial services,Future,1.234513274,1.685840708,0.743362832,0.473451327,1.508849558,1.305309735,0.920353982
10/1/2012,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Current,0.652173913,1.239130435,0.786956522,0.17826087,1.295652174,1.213043478,0.317391304
10/1/2012,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,1.17826087,1.534782609,0.47826087,0.334782609,1.391304348,1.265217391,1.004347826
10/1/2012,Production,Current,0.662116041,1.170648464,1.030716724,0.242320819,1.610921502,1.450511945,0.122866894
10/1/2012,Production,Future,1.163822526,1.481228669,0.614334471,0.313993174,1.576791809,1.385665529,0.931740614
10/1/2012,"Transport, storage and communications",Current,1.231578947,0.842105263,0.968421053,0.684210526,1.442105263,1.357894737,0.757894737
10/1/2012,"Transport, storage and communications",Future,1.610526316,1.505263158,0.631578947,0.368421053,1.494736842,1.273684211,0.915789474
10/1/2012,Total,Current,0.811611374,1.241706161,0.906398104,0.337677725,1.427725118,1.271327014,0.372037915
10/1/2012,Total,Future,1.236966825,1.553317536,0.613744076,0.368483412,1.498815166,1.318720379,0.946682464
